20,20,49,12;38,30,103,27;32,60,83,48;5,60,137,36;17,90,138,6;18,110,180,10;12,120,164,8;35,140,166,48;23,160,184,1;17,170,243,2;24,200,269,90;4,230,279,234;34,230,347,4;9,250,320,16;13,250,367,4;
30,0,78,10;39,20,87,6;16,30,99,40;19,60,129,91;6,80,130,18;35,100,167,48;18,110,187,10;27,140,166,9;37,140,192,9;2,150,197,3;1,180,227,54;14,210,256,4;46,240,315,32;3,240,362,5;33,240,407,68;
34,0,48,4;26,30,56,35;16,40,116,10;22,60,127,4;43,90,112,36;35,110,160,8;6,120,143,27;40,150,197,14;6,160,233,9;28,170,187,6;18,180,228,20;44,200,247,20;23,200,320,1;31,230,256,45;5,240,312,3;
8,20,45,42;15,20,73,45;31,40,66,10;24,40,118,27;20,60,111,20;21,60,179,16;30,80,154,15;36,80,203,21;11,100,146,27;4,100,221,9;29,120,168,16;46,140,187,16;50,140,214,8;28,140,234,36;41,170,245,36;
13,30,54,4;16,30,106,20;23,30,149,2;11,30,216,27;37,50,98,27;2,50,123,3;12,70,94,16;25,100,147,1;23,130,183,1;29,140,210,16;45,150,234,56;15,150,260,9;17,160,186,2;42,170,218,60;40,200,227,28;
39,20,69,3;9,40,67,16;41,70,151,12;35,100,170,64;36,130,149,7;48,150,198,102;8,160,202,7;28,170,218,12;30,200,224,5;46,230,251,4;16,240,315,30;4,250,323,9;27,260,284,6;19,280,331,7;35,310,355,64;
26,10,63,30;16,40,114,20;39,40,135,6;6,70,139,18;3,90,114,5;47,120,196,1;4,130,200,36;40,150,219,35;11,170,191,153;41,180,202,78;38,210,252,18;25,240,308,9;32,240,334,32;36,260,308,49;11,260,380,108;
37,10,34,27;48,10,80,12;43,30,58,6;17,50,74,4;33,50,121,60;6,80,128,63;43,100,127,6;7,130,153,42;22,130,174,4;36,140,162,21;48,140,189,6;47,160,186,1;30,180,204,5;38,200,249,99;1,200,312,36;
15,10,53,90;34,20,45,8;40,30,97,35;46,30,117,12;39,40,113,12;41,40,184,18;43,70,117,12;5,90,158,21;45,110,161,24;11,120,168,72;27,130,201,9;30,150,196,15;24,150,224,9;20,150,300,12;40,160,230,56;
16,10,84,40;39,30,106,45;9,40,91,16;13,70,137,30;33,100,151,28;27,100,177,6;36,110,178,28;44,110,249,15;18,130,155,10;41,160,185,24;35,170,195,24;18,170,268,10;4,170,311,72;38,180,200,18;28,180,264,18;
13,30,56,76;5,60,87,9;25,80,155,6;2,80,227,4;8,80,250,28;44,110,184,20;5,120,165,6;49,120,215,35;41,130,174,120;12,130,198,4;22,160,209,8;50,160,254,8;27,180,229,18;7,180,305,24;10,190,214,196;
50,10,62,48;14,10,133,16;42,40,67,10;44,70,135,60;50,100,177,40;3,100,229,30;11,100,250,9;16,110,177,10;22,130,156,20;7,130,181,18;18,160,208,40;10,180,260,24;47,190,232,2;8,200,227,7;1,210,261,81;
38,30,56,54;27,60,83,6;22,60,148,80;49,90,135,14;35,120,191,40;49,150,225,7;20,150,300,12;40,160,234,203;26,190,215,5;9,220,270,40;11,230,300,54;33,240,261,8;34,260,280,2;22,290,362,44;23,320,371,3;
40,30,77,21;11,40,61,18;12,60,83,4;33,70,143,8;30,90,117,5;11,120,168,18;20,140,188,4;35,170,239,8;49,200,268,35;7,220,293,24;40,220,316,56;1,230,254,18;39,250,319,3;18,260,333,30;32,280,302,40;
48,30,55,12;12,50,71,4;1,50,96,45;17,50,121,8;28,60,87,30;25,80,103,3;30,80,126,10;27,90,158,1;42,90,186,70;4,110,162,45;34,110,215,8;46,140,212,4;24,150,172,9;39,170,227,12;44,190,259,5;
38,30,75,36;50,30,141,56;19,30,169,21;18,30,191,20;9,50,122,72;47,50,146,2;32,50,171,32;48,60,105,18;15,60,130,45;17,90,167,42;5,120,195,3;27,120,243,3;24,130,174,36;35,130,242,8;33,130,313,12;
4,0,74,63;2,30,82,7;23,50,95,2;26,70,93,5;29,70,118,16;35,90,145,8;34,120,170,8;46,140,218,2;26,160,183,10;14,160,209,20;1,180,205,9;20,210,233,40;17,240,295,4;39,240,339,9;36,250,273,14;
10,30,81,8;25,50,74,6;49,60,128,84;39,60,169,9;34,90,161,2;50,110,134,32;6,130,197,27;36,140,182,56;21,150,227,24;2,160,210,2;15,170,196,9;46,170,270,24;23,180,204,1;41,200,249,18;36,200,316,1;
42,10,31,10;11,30,104,9;33,50,79,16;14,70,139,4;34,100,144,10;27,110,185,12;13,110,208,12;4,120,197,9;7,120,251,6;3,150,222,10;19,160,237,35;15,180,227,45;21,210,259,16;8,210,307,42;18,230,296,120;
49,30,81,98;18,40,67,20;38,60,109,54;4,90,165,9;43,120,145,6;19,120,218,147;27,150,221,9;44,170,234,25;17,180,204,10;6,180,231,18;36,190,265,28;21,190,293,16;15,200,225,9;28,220,286,30;38,240,313,45;
16,30,55,30;26,50,74,15;45,80,108,8;8,100,169,14;45,120,164,16;21,150,172,24;1,170,234,9;36,200,246,35;9,210,287,16;42,220,243,1;49,230,250,14;15,230,300,18;27,260,282,6;33,280,324,12;7,300,323,96;
34,20,75,6;10,40,113,8;38,60,131,9;21,80,151,56;13,110,131,4;42,140,163,10;35,140,193,64;10,150,202,12;1,150,248,9;28,180,244,12;46,190,240,2;25,220,268,3;43,220,292,12;36,240,310,35;41,270,340,36;
26,30,105,50;2,60,84,1;33,80,100,128;1,90,162,99;48,120,144,78;7,150,221,6;38,170,193,9;26,190,258,165;43,210,288,18;35,220,268,48;24,250,275,45;14,280,343,12;7,290,356,12;50,300,379,48;47,300,432,1;
26,10,79,25;23,30,81,18;36,30,142,28;38,60,87,27;48,60,112,48;47,90,170,1;18,120,169,40;30,150,224,10;21,150,271,16;3,170,241,5;6,200,245,63;4,230,296,72;23,230,345,1;28,240,308,18;48,270,318,600;
4,20,95,9;12,50,71,12;29,50,116,32;10,80,125,8;37,110,152,63;5,110,225,42;48,110,275,54;7,130,207,12;8,130,234,14;24,160,211,27;25,190,214,12;34,190,283,26;19,200,242,7;47,230,253,5;46,260,333,38;
50,10,32,32;30,10,55,35;8,30,54,21;27,30,137,12;29,40,82,8;20,50,95,8;46,50,120,12;28,50,164,1;10,80,123,24;22,90,111,8;40,100,124,7;47,120,172,10;23,130,203,2;38,130,272,27;46,160,236,14;
42,20,91,80;7,30,102,12;30,50,75,10;38,70,90,9;13,80,154,12;46,80,223,4;20,90,163,36;26,110,158,15;29,110,180,16;8,110,203,14;42,110,254,130;11,110,322,9;25,110,396,12;34,140,210,6;35,160,183,104;
12,30,103,4;20,30,152,4;18,30,198,160;27,40,121,6;4,60,84,27;16,90,113,20;5,90,136,3;35,90,207,16;13,100,122,4;40,110,154,1;24,130,203,90;4,130,248,36;33,150,194,1;45,160,195,8;3,190,245,15;
20,30,100,16;47,30,123,3;3,40,62,20;16,50,98,10;39,60,85,3;2,60,154,2;1,80,134,27;18,100,173,20;50,100,246,24;13,120,172,12;19,140,187,14;30,150,194,5;29,180,252,8;20,190,261,160;41,190,307,6;
43,10,63,36;12,10,87,12;44,40,84,15;17,70,146,12;32,90,136,80;7,90,164,36;20,110,136,20;42,110,208,20;14,110,263,4;44,130,154,5;2,140,165,23;30,140,238,5;9,170,223,32;49,180,257,28;40,180,332,7;
10,10,32,36;26,10,104,5;38,30,51,9;40,50,123,84;21,50,141,24;27,80,124,1;33,90,139,12;11,110,163,9;8,120,147,7;37,120,221,36;15,130,199,81;42,160,183,10;31,160,225,5;49,180,254,77;40,210,258,21;
14,0,44,4;21,30,104,32;35,60,130,8;36,60,155,7;43,90,141,6;17,110,183,2;5,120,147,3;15,150,198,99;21,160,210,8;39,190,261,18;8,210,234,56;32,230,257,16;24,260,301,72;12,290,314,8;43,320,344,12;
11,20,49,18;44,30,77,15;4,50,121,9;35,70,140,1;25,70,213,3;37,70,285,9;33,70,306,1;47,80,132,10;6,90,111,27;9,90,134,56;14,110,156,8;31,130,174,15;23,130,199,3;2,150,198,10;20,150,273,4;
30,30,53,20;46,40,63,4;3,60,134,5;46,80,150,2;24,100,173,9;22,110,174,8;18,130,152,10;33,140,220,12;9,170,193,32;48,180,226,18;32,180,246,8;17,180,289,2;19,210,286,21;12,230,256,12;8,240,290,1;
50,10,34,8;38,40,68,27;21,50,94,48;16,80,128,10;18,90,141,40;19,120,191,14;49,120,214,224;32,150,223,8;1,160,232,9;37,160,259,1;42,170,191,30;2,190,219,1;6,220,291,45;30,220,362,5;42,230,296,40;
31,10,79,15;2,20,69,7;38,40,59,36;20,40,84,8;15,50,125,18;11,70,114,27;22,100,120,32;21,120,165,104;19,130,207,21;22,130,279,8;35,140,164,88;14,160,225,4;10,190,215,8;41,190,239,12;43,210,279,24;
21,0,50,8;35,0,77,64;30,30,101,5;28,40,112,6;21,50,127,48;9,80,147,16;23,80,195,2;43,100,170,30;15,100,235,18;32,100,280,16;37,110,134,36;20,110,159,4;6,110,238,9;29,130,195,48;22,140,216,16;
7,30,78,12;46,30,126,4;1,40,112,18;9,50,96,16;21,80,155,8;29,110,188,48;22,140,168,8;20,150,176,40;38,160,229,9;44,190,264,5;18,210,259,20;25,220,241,6;23,250,328,2;44,280,300,20;29,280,351,136;
21,0,53,64;22,20,70,4;41,30,85,162;19,50,97,112;12,70,115,1;45,90,111,56;46,90,161,18;30,120,189,15;14,150,196,416;4,150,219,36;29,160,235,8;17,170,238,1;2,180,252,3;21,210,260,8;20,230,257,8;
26,30,59,20;29,30,79,16;5,50,125,3;49,50,203,7;19,60,135,42;25,90,135,90;35,90,180,8;15,90,251,54;38,90,319,63;24,110,155,126;36,140,212,14;25,160,192,6;33,170,219,8;46,190,266,36;25,200,222,15;
43,20,93,18;13,20,133,12;26,30,78,25;46,50,119,4;19,60,106,7;50,70,116,32;12,90,110,4;7,110,133,36;31,110,207,1;24,140,189,1;15,160,181,189;30,180,258,55;44,180,329,1;14,200,252,20;22,200,299,8;
36,20,43,14;32,30,53,72;23,60,107,2;1,70,135,81;9,100,121,24;18,120,188,20;34,140,166,22;12,150,217,28;27,180,200,12;17,190,263,12;29,210,281,8;47,210,327,13;31,230,298,30;21,250,298,32;23,260,330,2;
39,10,59,3;10,10,79,8;26,30,101,10;38,30,123,27;32,40,86,8;39,70,114,3;42,80,159,30;27,80,182,6;50,110,138,8;13,130,204,10;50,150,197,1;29,160,210,8;42,170,246,30;11,190,244,54;32,200,224,8;
18,10,59,30;15,40,118,72;48,50,100,42;17,60,108,2;28,90,138,6;24,120,140,54;50,120,188,24;33,130,153,4;11,160,209,18;28,190,212,18;16,200,225,30;23,210,235,2;11,220,266,9;14,230,255,12;40,230,328,49;
39,0,23,6;28,10,32,12;49,30,92,147;40,30,113,14;20,30,164,4;41,60,101,6;25,70,115,6;1,80,131,9;16,110,137,20;27,110,218,15;11,140,162,45;30,140,233,25;45,170,194,24;15,170,263,1;17,200,271,4;
26,20,45,10;35,20,89,32;8,40,58,14;6,50,122,1;4,50,143,90;28,50,189,30;27,50,210,3;46,80,147,2;41,110,134,12;22,120,196,4;34,130,198,8;43,130,262,12;4,160,235,27;38,190,215,18;47,190,245,2;
15,20,88,36;48,20,139,12;12,40,66,4;28,40,138,1;31,40,186,65;21,60,82,16;16,70,141,70;3,90,110,15;20,110,156,4;36,130,180,7;30,160,210,20;2,180,253,2;46,200,245,1;14,230,296,28;3,260,332,25;
30,30,56,10;13,60,126,4;43,90,112,72;40,110,184,14;49,140,166,7;23,160,184,2;26,160,210,1;36,180,248,77;20,180,326,12;5,200,226,6;33,200,270,20;35,210,284,32;28,220,298,6;4,230,304,9;30,250,302,10;
48,30,74,24;33,40,88,8;34,60,81,26;30,70,138,5;42,70,185,30;11,100,183,9;46,100,207,2;9,100,287,8;47,110,161,1;26,120,144,25;43,140,220,18;39,160,185,12;14,160,259,16;5,190,238,12;30,200,243,5;
7,20,67,1;2,50,68,3;22,70,122,52;49,100,144,21;32,100,220,48;13,130,201,1;22,160,208,4;24,190,240,45;18,200,224,50;17,200,244,12;6,230,275,9;19,260,283,7;5,270,318,9;16,280,306,10;39,300,376,87;
27,30,105,15;32,60,126,8;1,70,113,27;30,80,151,15;41,80,175,24;9,110,157,40;10,130,175,4;23,140,194,8;4,160,209,9;19,190,213,63;8,190,284,7;17,190,328,2;34,220,270,10;36,220,348,7;49,250,320,14;
17,30,75,2;18,50,106,110;34,80,153,6;17,90,139,4;1,90,186,27;48,90,231,36;43,100,170,24;5,100,219,48;28,100,264,36;22,100,291,16;24,110,133,1;45,110,211,24;37,110,263,18;36,140,165,42;13,150,226,34;
36,0,21,14;34,10,31,4;6,40,86,27;10,70,118,8;43,100,173,18;5,130,182,12;48,150,219,30;49,180,249,7;43,180,296,12;47,180,346,2;14,190,238,28;6,210,263,9;27,240,267,3;40,270,339,14;47,270,365,7;
38,20,68,18;18,20,143,40;24,40,123,63;31,50,94,30;19,70,148,1;46,100,124,2;43,100,147,6;38,130,173,18;11,140,181,18;21,160,202,1;45,190,264,16;13,200,247,2;24,230,276,54;38,250,318,18;26,280,322,15;
35,30,84,24;2,30,107,1;14,60,132,24;22,90,143,12;35,90,193,24;40,110,133,70;25,140,213,12;38,140,238,27;7,160,228,48;9,160,291,16;12,190,217,20;4,190,239,45;49,200,224,42;40,210,235,7;14,230,256,28;
45,30,102,8;15,40,110,1;25,40,155,3;43,60,133,18;18,70,93,80;4,90,140,36;31,90,192,10;16,120,201,40;1,130,156,9;28,160,181,6;44,160,255,5;22,170,222,96;10,190,268,16;1,200,273,9;26,210,237,100;
23,10,37,2;20,10,76,4;5,10,124,1;45,40,108,24;7,40,185,12;4,40,207,81;17,60,106,20;5,90,136,12;36,100,176,56;46,110,154,12;12,120,167,20;48,150,175,6;44,160,183,15;34,180,226,18;17,210,232,2;
32,0,70,24;4,10,65,27;44,20,91,20;33,40,88,36;1,70,150,9;9,100,128,8;8,120,167,7;37,120,208,9;23,130,182,5;29,140,206,8;13,170,219,2;27,170,263,9;48,170,307,12;46,170,380,54;19,180,205,63;
46,20,43,30;2,20,91,3;49,20,141,336;18,50,105,50;31,80,127,5;43,100,118,18;16,110,153,60;36,140,188,7;9,150,221,56;6,150,271,126;2,160,183,1;32,170,215,32;5,170,263,12;15,200,249,36;47,230,253,33;
33,30,54,8;3,60,107,25;17,60,150,2;6,70,116,36;30,70,193,10;7,70,238,6;25,100,122,3;34,110,177,10;21,120,190,336;27,150,229,3;11,170,196,18;30,180,253,10;18,190,239,20;47,220,297,5;37,250,321,9;
9,30,75,32;41,60,85,30;48,60,110,60;28,80,125,12;15,90,140,54;3,120,170,1;35,150,176,8;21,170,216,24;28,200,267,36;10,220,296,4;20,250,294,40;9,260,311,80;36,260,383,35;6,270,293,9;12,290,341,4;
33,30,55,4;26,30,76,20;41,40,62,12;46,40,89,8;43,50,106,114;11,50,132,63;31,70,114,5;50,90,111,8;47,110,158,3;38,120,191,9;15,130,180,9;22,140,189,12;28,150,218,30;23,160,234,11;1,180,205,18;
38,10,36,54;5,10,106,6;25,30,107,3;19,40,88,7;39,60,82,3;48,60,101,60;6,90,115,36;34,120,168,4;43,140,218,60;22,170,244,32;45,180,247,8;38,200,271,207;48,230,268,6;4,230,332,27;11,250,293,1;
27,10,55,15;25,40,90,6;49,60,130,35;10,70,93,16;9,100,173,72;31,130,152,15;24,150,174,36;6,180,205,18;49,200,222,140;7,200,248,36;23,220,245,1;6,220,318,27;50,240,261,16;38,270,322,9;2,290,336,13;
30,0,46,30;32,30,76,80;36,40,65,105;13,50,97,10;42,60,132,30;5,60,180,9;3,60,248,5;22,90,162,1;13,110,136,4;38,140,210,27;3,140,283,1;49,140,307,7;18,170,238,110;9,180,228,40;36,210,291,7;
30,0,74,10;39,10,85,12;28,20,50,6;24,50,95,27;8,50,165,14;20,80,121,12;23,80,145,4;35,90,160,24;14,100,125,4;28,110,160,306;25,110,209,6;31,120,192,10;7,150,204,18;13,170,218,4;41,200,251,12;
50,0,47,1;46,0,96,4;30,10,87,85;26,40,65,5;28,40,134,12;31,70,93,10;50,80,153,32;24,90,155,153;31,100,163,35;46,130,151,4;19,150,175,21;38,170,196,9;42,190,213,30;25,190,277,3;45,200,270,24;
10,10,35,8;15,20,63,9;43,50,122,60;34,70,115,4;1,80,145,54;23,80,195,7;18,100,122,30;38,130,173,9;5,140,159,12;12,150,170,4;25,160,182,3;28,160,255,36;7,160,278,54;43,190,210,18;20,200,276,12;
1,10,79,162;27,30,53,9;15,60,142,72;44,90,140,5;40,90,215,35;37,120,170,9;11,140,217,9;33,160,205,4;32,170,244,1;12,190,234,16;1,210,233,9;27,220,297,6;35,250,275,64;42,260,304,70;9,270,321,8;
12,10,82,4;48,30,51,18;25,30,121,3;42,30,199,90;44,50,75,150;21,70,140,8;20,70,209,16;17,100,147,6;48,120,142,18;28,140,192,192;46,170,240,6;37,170,261,18;3,200,254,10;20,230,255,4;30,250,300,10;
10,0,44,8;47,20,41,3;46,50,118,4;12,50,189,28;32,80,151,16;47,100,172,1;38,110,180,36;2,120,144,1;20,120,170,52;24,150,195,27;16,160,239,60;23,160,267,1;50,180,204,8;22,190,214,32;3,200,226,45;
31,30,74,5;22,50,98,8;35,60,109,16;40,90,158,7;6,90,185,81;27,110,138,3;18,110,189,20;34,110,209,4;4,120,198,9;8,130,202,7;41,140,164,42;14,160,183,8;19,190,243,56;23,200,247,2;40,200,296,14;
45,0,42,16;44,30,55,30;4,40,82,18;35,70,95,16;16,70,144,10;36,70,189,7;39,90,160,15;24,120,140,18;23,140,218,1;25,170,214,12;3,190,273,30;44,190,321,10;4,220,267,36;2,220,336,5;37,230,252,18;
15,20,69,36;35,20,140,1;50,30,49,24;36,40,65,28;10,60,84,12;17,60,131,2;5,90,135,15;23,100,125,1;45,130,181,16;11,130,226,27;40,150,193,7;20,180,209,12;23,190,259,11;41,190,307,90;7,210,234,42;
17,30,99,10;13,30,169,14;25,30,194,6;47,40,112,6;9,70,93,88;29,70,113,16;24,70,183,1;37,100,176,54;49,110,177,1;50,120,195,56;45,150,203,16;16,170,236,30;7,190,213,54;46,220,245,14;23,220,292,5;
44,10,79,10;9,30,53,16;21,50,96,32;16,80,127,90;41,110,159,18;24,140,188,9;29,160,186,16;26,180,206,10;9,190,238,8;5,220,247,18;50,220,322,1;10,220,371,8;15,240,314,18;1,240,336,9;29,250,327,8;
34,30,52,4;43,60,133,24;35,60,200,16;31,90,165,125;9,110,162,56;23,110,204,8;21,140,215,8;37,170,246,9;30,180,226,10;26,190,209,5;13,220,289,2;26,240,263,85;46,240,288,2;34,270,294,10;35,280,306,48;
36,0,70,14;41,20,47,6;5,20,88,6;50,30,52,40;18,50,97,20;42,80,150,20;45,100,165,24;38,110,133,45;49,110,203,14;46,140,182,4;19,160,234,14;9,190,240,56;41,200,245,18;36,210,277,147;6,230,257,18;
42,20,45,240;19,40,89,77;5,70,140,12;26,90,118,60;39,90,165,6;14,110,135,36;6,130,152,1;43,160,211,6;17,170,241,8;15,190,240,9;11,190,294,45;30,200,244,10;8,210,233,7;19,220,238,7;5,250,324,3;
25,30,79,3;31,60,81,5;39,70,142,36;6,90,113,45;18,120,143,20;40,140,211,7;35,140,284,8;36,170,249,98;3,170,319,5;1,190,266,9;5,200,227,24;9,200,305,24;26,200,324,10;45,200,372,16;23,200,440,3;
6,0,54,117;49,20,49,63;12,40,89,16;37,50,119,9;31,70,96,20;18,100,168,50;3,120,166,10;30,130,153,25;39,140,209,3;31,160,206,35;24,160,275,162;10,160,297,40;17,160,344,16;6,180,205,126;37,190,216,1;
19,30,105,21;47,30,128,1;11,60,109,72;26,60,182,25;27,90,116,1;6,120,206,9;30,140,186,40;2,170,196,4;24,180,254,18;49,210,264,1;8,210,332,28;33,240,290,12;27,270,296,30;31,290,336,10;16,320,399,30;
9,0,25,16;10,30,52,1;6,50,99,63;17,70,118,16;35,100,151,48;2,130,151,1;4,130,198,27;9,150,222,32;35,160,230,8;26,190,240,90;38,220,290,18;39,240,287,15;43,250,327,6;33,250,372,12;8,250,449,28;
13,0,69,14;38,30,67,45;37,60,129,9;9,70,120,1;6,90,138,9;24,110,132,9;36,140,184,7;8,140,255,1;23,170,238,6;1,190,212,9;14,210,263,4;40,220,268,119;38,240,266,63;37,260,335,36;2,260,408,2;
6,10,29,18;4,20,99,45;39,20,174,12;27,50,96,6;49,80,105,28;17,80,131,4;30,100,152,5;11,100,176,18;45,100,224,8;16,110,186,10;49,120,191,21;42,130,152,50;29,130,223,176;47,150,198,1;1,170,241,18;
47,30,103,2;19,60,132,28;12,60,158,4;39,80,145,9;48,90,161,96;36,120,195,28;22,120,269,4;10,120,342,8;39,150,204,6;1,170,240,9;38,190,264,9;46,200,220,2;4,230,306,45;15,260,334,9;3,290,339,45;
29,30,57,32;2,30,80,6;37,40,64,18;36,50,126,7;12,50,151,8;22,70,99,36;32,100,149,1;49,130,204,42;5,160,186,12;23,170,243,4;38,170,268,90;3,190,237,5;21,190,263,1;19,190,313,35;15,220,268,90;
40,20,45,21;34,50,72,10;35,60,132,24;13,80,105,4;27,90,136,3;50,90,182,16;29,90,254,8;11,110,150,1;42,140,219,40;30,170,213,5;10,200,245,4;18,200,268,30;20,230,275,8;11,260,284,90;1,260,356,36;
12,30,55,4;39,60,108,6;30,90,162,35;23,120,164,1;38,130,183,36;34,160,210,12;19,190,267,126;31,210,233,20;46,210,256,8;9,210,303,16;39,240,265,6;8,250,276,35;18,260,330,160;14,260,401,8;6,270,290,18;
50,10,64,24;48,30,79,12;14,60,114,8;24,70,97,18;36,90,157,7;17,100,152,16;6,110,157,234;46,140,209,12;20,150,172,20;41,160,233,6;50,160,309,64;37,160,351,27;35,180,248,8;4,190,241,207;18,210,255,100;
22,10,59,4;2,20,40,18;7,20,115,6;14,40,110,24;43,40,181,72;49,70,96,14;42,100,141,120;29,100,192,24;25,120,147,9;15,120,196,45;41,140,162,6;47,160,187,1;24,170,196,18;18,200,251,20;4,230,278,27;
1,0,78,9;39,20,89,6;42,40,59,20;16,70,144,40;17,90,165,6;44,90,191,5;24,100,168,153;50,100,223,8;31,130,208,15;27,150,198,9;24,180,235,9;11,180,261,1;1,210,285,9;34,220,271,10;50,250,315,24;
36,10,89,35;27,40,83,3;29,70,117,184;13,80,104,4;19,90,113,98;16,120,142,80;45,140,186,32;33,170,243,16;32,200,225,16;10,200,294,20;43,220,293,18;26,240,287,5;48,270,345,84;32,270,388,24;47,270,437,31;
5,0,21,6;47,30,79,1;32,50,73,24;7,80,105,54;36,100,173,14;27,130,178,51;20,140,215,8;30,160,186,15;27,180,226,6;44,180,283,5;8,180,309,7;26,190,262,90;25,200,249,12;2,230,297,10;28,250,276,6;
2,30,76,21;27,30,150,6;35,30,226,16;18,40,89,1;8,60,82,98;5,80,105,15;10,100,123,16;6,130,177,36;13,140,163,6;22,150,175,16;41,160,182,12;24,160,205,9;39,190,215,18;35,200,264,88;12,230,281,16;
24,20,93,18;29,30,82,24;46,60,87,14;43,70,117,30;39,70,182,9;33,100,127,4;26,100,148,5;3,110,181,15;15,120,189,90;27,130,185,3;2,140,210,2;31,150,201,30;32,180,207,8;46,190,244,6;8,220,242,224;
39,10,80,9;14,20,47,16;49,20,111,7;13,30,55,12;23,60,110,10;1,80,101,27;40,100,152,28;34,120,166,14;1,130,174,45;43,140,186,18;32,150,224,32;37,180,259,108;2,200,249,1;5,210,257,21;34,220,244,10;
4,0,76,18;21,30,102,8;36,60,107,1;33,60,178,16;27,80,127,24;10,100,126,8;17,110,134,6;29,140,187,8;37,150,200,18;23,160,228,6;15,180,241,9;42,200,271,20;27,200,344,9;6,210,233,9;5,230,300,3;
13,30,57,4;19,40,113,28;10,40,188,20;5,60,104,24;29,90,115,24;44,90,158,30;48,120,169,54;19,120,242,21;11,130,181,90;4,160,229,45;37,180,228,9;41,200,270,12;26,230,254,15;8,240,295,7;36,270,338,21;
47,30,54,10;28,50,76,12;44,70,140,5;41,90,114,84;43,120,144,18;47,140,208,1;21,140,274,1;18,150,214,10;10,180,205,4;36,200,253,70;27,230,283,9;37,230,308,72;50,230,335,48;3,230,380,5;28,240,305,18;
35,0,45,24;13,20,47,10;10,30,53,8;18,30,99,20;23,30,152,1;48,50,123,6;45,50,168,504;8,70,139,21;3,80,132,15;31,80,156,15;35,110,182,8;26,120,196,50;10,130,175,4;41,130,196,168;32,160,203,16;
20,20,66,84;2,30,51,11;41,30,121,1;21,30,146,304;8,40,64,42;24,60,113,72;18,70,96,90;17,100,121,18;43,130,153,1;32,130,177,1;17,150,225,8;7,160,232,24;40,190,236,14;22,210,231,1;41,230,278,30;
49,30,56,35;41,50,93,6;12,80,124,68;29,80,151,16;20,110,163,4;1,140,161,36;36,160,181,14;9,170,196,8;41,170,245,36;3,200,271,15;1,230,302,36;2,230,328,6;16,230,402,40;9,240,286,8;34,270,292,22;
27,10,60,3;38,40,112,18;19,40,161,7;28,50,92,12;3,60,107,1;36,80,106,77;47,100,154,3;36,120,188,7;41,150,233,48;21,180,259,336;47,180,308,35;23,210,254,7;42,240,290,20;14,250,325,20;8,280,325,49;
27,30,51,3;8,30,101,28;17,40,107,16;10,60,83,16;42,70,114,40;24,90,142,45;18,120,144,10;39,120,217,18;19,150,221,14;27,170,191,1;5,200,251,45;23,220,267,3;33,250,302,8;18,260,280,20;8,260,355,7;
47,10,59,1;18,30,82,10;42,30,130,40;29,50,117,8;35,50,162,32;13,70,120,44;4,100,173,18;1,100,199,36;25,120,171,3;13,120,242,6;21,150,202,24;50,160,204,32;27,160,253,6;37,180,250,9;34,200,251,22;
44,30,77,5;13,40,110,2;12,50,72,32;33,80,119,4;11,100,122,27;37,100,170,27;46,110,134,1;17,130,179,8;13,160,183,4;21,190,233,152;9,210,283,80;3,210,353,5;16,220,291,20;27,240,316,3;29,270,293,80;
3,30,98,25;30,30,124,10;24,40,112,9;35,70,124,1;48,90,166,36;27,100,144,3;15,110,134,36;10,110,201,16;34,120,174,4;28,120,251,12;8,150,192,7;50,160,184,24;17,190,263,12;30,190,333,40;18,200,267,50;
49,30,54,35;44,40,89,25;24,70,138,27;26,100,128,25;10,100,171,12;16,100,196,70;34,100,248,8;29,120,140,8;9,120,163,8;18,140,183,40;1,160,217,36;24,180,252,18;45,200,246,24;25,200,270,6;30,230,306,10;
15,30,77,63;41,50,96,120;19,80,104,105;28,100,173,12;38,120,173,9;11,150,199,63;31,160,206,20;12,180,207,4;15,190,213,9;16,190,282,50;50,190,351,24;36,220,243,7;46,220,306,4;15,220,356,45;14,230,279,32;
14,20,90,40;44,40,104,25;26,40,156,30;28,50,127,6;36,50,176,14;23,80,155,41;5,100,142,6;24,130,160,63;17,130,228,2;26,140,183,50;48,170,197,6;46,200,276,90;36,230,299,1;48,230,348,30;45,230,395,40;
28,20,67,48;50,30,55,40;3,30,81,15;19,60,103,140;7,60,174,6;26,70,118,15;27,80,152,9;25,110,133,1;47,130,151,4;26,160,184,30;36,160,261,28;39,190,218,12;31,220,268,1;26,220,293,10;37,220,338,9;
14,30,101,4;39,40,91,1;2,40,111,1;6,50,95,9;5,60,109,12;44,70,119,10;9,100,123,24;43,100,148,12;21,110,134,328;37,110,159,27;27,130,159,6;17,160,230,2;27,160,255,6;46,170,218,2;47,180,251,4;
35,0,22,176;40,30,52,14;35,60,107,96;33,80,105,16;24,90,161,351;17,120,143,2;47,150,226,4;15,150,306,18;10,150,375,36;26,170,237,25;23,180,232,4;1,200,265,18;29,230,254,8;42,250,274,30;45,250,297,48;
9,10,35,40;2,10,82,1;41,10,127,6;7,30,105,48;44,60,107,30;19,90,162,7;25,110,181,57;45,140,210,48;15,170,246,45;10,200,280,4;34,230,255,10;25,240,286,3;43,250,274,1;27,260,331,3;12,280,328,4;
