55,4,14,90170;45,10,22,22304;100,16,26,18474;
17,2,6,580;94,6,14,196;84,10,17,147672;
7,2,4,12240;89,8,12,435580;61,8,21,329406;
22,6,17,33714;51,8,16,1122;6,10,15,122508;
8,0,9,276;29,6,11,352496;1,10,19,1850;
51,6,13,20880;58,10,14,236;82,10,15,2826;
71,0,12,9356;73,2,11,59240;41,8,19,32160;
54,2,6,354;35,6,20,654;3,10,22,81;
63,4,8,70678;34,8,12,96410;86,12,22,849960;
24,6,14,17283;31,10,17,17270;32,12,19,17420;
96,0,7,108;48,2,14,435;13,4,17,426;
63,2,14,11442;74,6,14,34936;27,10,15,46359;
27,2,9,769200;79,8,12,4201765;53,14,25,51240;
39,2,7,15579;44,2,6,28737;50,2,16,1160;
53,6,15,125080;1,8,17,305;47,10,24,118;
95,2,10,35090;23,4,12,13410;10,8,12,3961710;
90,2,5,5440;49,6,13,119915;61,6,18,11579;
49,0,10,171;21,2,9,36750;63,6,17,350;
68,0,4,4270;6,0,3,1552914;7,6,10,6780;
97,0,4,60;43,6,17,292978;13,6,15,189076;
91,4,17,22110;46,10,16,4170;16,16,28,1368;
94,6,8,1364139;35,8,19,3;33,14,24,23522;
38,6,9,390;66,12,21,342320;91,16,20,89445;
65,6,17,3633;26,10,22,324;93,14,23,135;
93,6,19,171;39,8,24,314187;50,8,17,3720;
87,4,14,3816;23,6,14,28290;39,10,17,381;
62,0,5,7497;22,4,8,5976;55,4,16,2270870;
42,2,17,2025;60,8,12,13794;9,10,21,9387;
40,0,4,18221;6,6,21,6975;23,10,20,888850;
61,4,8,431;52,10,21,320;88,16,28,170;
95,0,5,45;51,0,10,9957;8,2,12,2405898;
75,4,13,3;7,8,16,121690;81,12,23,1938;
62,0,11,33633;22,4,11,96426;43,8,13,133007;
97,4,13,24485;64,6,11,186750;83,6,12,259;
27,4,9,289044;3,8,17,248;60,14,17,11616;
60,6,10,1409910;48,6,16,132510;36,12,25,468050;
99,6,15,129;34,10,22,73330;56,10,19,3312;
16,4,13,383535;2,10,18,5664110;89,10,23,85540;
60,2,15,18;45,8,12,41584;7,12,23,230;
42,0,5,1245000;90,6,15,110;14,8,19,2664;
53,4,14,49040;60,4,7,108;96,8,18,47706;
37,0,3,18184;1,2,7,5475;4,6,8,10050;
24,4,7,51255;22,6,16,4806;97,8,18,495;
12,6,10,18723;30,12,21,14914;50,12,16,22110;
70,6,21,14760;96,12,25,2454;11,18,22,26922;
26,2,19,37548;42,4,16,275;25,4,12,13860;
28,2,5,415410;27,4,14,13821;95,10,23,22815;
46,6,20,16580;15,8,21,299240;41,12,28,9695960;
84,4,9,27846;57,8,18,172998;69,12,16,253;
10,0,6,57380;24,6,13,2775;72,8,14,326754;
40,4,15,21280;67,8,12,3002665;56,8,20,20712;
75,6,18,154062;64,8,19,38160;48,8,12,9415;
100,2,10,1470;49,8,20,42;97,12,25,11785585;
51,2,5,192;26,4,12,142884;35,6,10,23319;
35,2,10,1148541;29,2,10,280;44,2,12,6930;
60,6,10,1752;21,6,11,8898;55,8,23,1310740;
11,0,7,74;26,0,6,4992;22,0,4,43668;
96,2,15,4218;7,8,15,465015;76,12,24,29457;
17,0,3,352870;71,0,3,626;34,0,13,91290;
40,0,12,882;41,6,10,78730;86,10,18,640056;
56,6,17,6216;89,10,19,6670;28,10,18,96;
48,0,2,21075;71,4,8,1718;73,10,23,25030;
47,6,14,72;68,12,17,22390;64,18,23,639648;
20,2,5,3364;9,4,18,61947;27,4,15,52692;
25,0,3,3920;50,6,18,23310;38,6,20,1521156;
30,4,16,2606;4,8,12,42310;15,8,14,2572272;
23,6,19,174470;20,12,17,158880;85,16,20,799862;
19,2,11,224;70,2,16,639594;9,6,12,108;
58,0,3,283485;14,2,8,972;25,6,8,31654;
74,2,10,25504;38,8,17,2301690;83,10,23,57;
20,6,14,164;46,8,16,109600;49,8,16,1511;
92,4,17,93873;78,4,12,93527;58,8,12,473;
7,4,13,102535;30,10,22,1656;3,12,20,29599;
6,4,10,13581;23,10,16,295220;17,14,19,8280;
92,6,16,3531;20,12,19,246768;10,12,21,5690;
7,6,15,54370;82,6,17,246938;60,10,24,29082;
58,4,11,6515;85,10,25,30443;41,10,14,285;
85,4,8,425474;31,10,19,18235;40,12,17,18585;
13,6,18,13767854;73,12,26,124470;47,16,27,11414;
56,2,14,28668;2,2,10,1035;44,6,10,17946;
10,0,10,122450;76,6,13,4434;78,8,22,33278;
94,2,10,6111;9,6,10,12132;27,10,16,35229;
57,0,6,99;24,2,12,4296;74,8,11,65960;
47,0,9,145832;23,6,13,11950;93,8,15,1647;
40,4,12,154637;13,6,14,1630;75,10,16,17133;
69,0,11,61126;75,6,10,225;81,8,13,22186;
25,6,10,28;29,12,16,624;62,12,16,365031;
73,0,11,18270;54,4,11,30;4,10,24,178880;
40,4,16,60004;89,10,14,107190;3,10,23,56857;
89,0,11,3730;43,4,12,2009;82,10,18,29102;
86,0,4,21992;25,6,15,9590;61,12,16,15483;
12,2,9,112055;97,2,14,407585;31,4,9,28735;
60,4,17,557460;81,8,21,550;78,8,12,721;
89,4,14,407800;83,8,18,1938;99,14,16,1274952;
6,0,5,551610;98,4,8,317490;40,10,13,3570;
82,6,14,880;99,6,11,48195;51,8,15,2268;
51,4,10,4056;24,10,14,544356;74,16,22,4976;
13,4,14,18338;67,4,17,161990;100,10,22,4950;
18,2,6,14960;6,4,7,422811;97,10,17,15960;
77,4,15,280540;63,4,8,180;14,8,17,14382;
51,4,7,6;63,10,23,98;46,10,22,389550;
7,6,15,660;94,8,17,11893;58,8,15,2774;
29,4,11,990564;79,6,11,10;33,6,8,185;
83,0,3,167228;75,6,16,2850;81,8,15,312244;
64,2,15,174;78,6,19,100289;87,8,12,195453;
58,6,12,2480;98,12,21,214480;46,18,23,182810;
71,4,18,11666;39,8,13,4041;90,14,23,555;
11,0,7,265726;46,2,16,957350;3,8,20,7308;
53,0,5,40030;16,2,10,1575;4,8,11,8600;
40,2,9,12796;60,6,9,434814;20,8,18,584;
87,0,17,25038;18,6,13,241892;86,10,24,6968;
90,2,11,25220;63,4,14,202;85,6,10,50267;
57,4,12,34959;66,4,14,3840;94,6,13,390432;
5,2,15,422052;42,8,12,200375;67,8,11,4224085;
44,2,12,972;19,4,16,2289679;73,8,12,114780;
52,2,6,824;76,2,5,51;86,8,22,15152;
48,2,17,235;8,6,11,12;77,8,17,970;
31,4,8,7935;42,6,11,655;53,6,17,112270;
65,2,10,747;4,6,14,9300;39,8,17,5901;
94,2,6,27531;91,4,18,14532;5,8,20,3756;
28,4,14,980202;9,8,15,45;57,8,12,98883;
31,0,8,500;54,2,6,1612722;14,8,20,1350;
63,4,17,41706;71,4,16,1124;40,8,19,17445974;
21,6,20,1506;8,6,17,2672;80,6,19,26094;
76,0,8,331650;54,4,13,21690;57,8,15,3060;
11,6,9,430910;88,10,20,423620;55,16,23,45560;
64,2,16,441126;94,2,7,47593;41,2,7,60240;
96,2,5,82134;71,4,18,531944;87,10,20,4572;
42,2,5,338450;71,2,10,2146;63,8,19,224;
69,0,12,7551;28,6,11,12558;60,8,23,2569776;
21,2,12,334;74,8,15,8792;52,12,14,5548;
27,4,16,1182;95,4,8,445;2,10,14,355;
40,4,8,294;63,10,19,65980;21,16,25,1916;
16,4,8,972;77,10,20,552690;89,14,22,1760;
11,4,10,2498;95,8,21,30;22,12,17,9119538;
27,0,9,3090306;80,2,12,43043;76,2,15,1389;
79,4,12,990;25,8,10,2009;86,8,23,52200;
66,0,8,10701650;5,4,7,52428;55,10,23,8100;
89,6,14,550;5,10,18,10386;21,14,20,290;
27,0,9,2581158;33,0,7,20225;86,4,18,330048;
47,2,10,150952;91,6,19,72;13,8,13,204;
25,2,15,39382;20,8,17,29872;51,14,18,501237;
85,2,7,4893;64,4,17,1332090;34,10,17,620;
92,2,6,4023;36,8,16,25758;85,12,17,21203;
59,4,9,208;84,8,20,24084;61,8,21,40;
85,0,3,5635;20,6,17,143694;40,10,15,44667;
38,4,7,3870;89,6,11,12930;1,12,22,14425;
17,2,17,9290;51,8,11,249;20,14,27,4654;
84,4,9,324531;13,8,12,3778;59,8,13,173704;
59,6,18,3626;50,6,16,9750;7,6,10,11123260;
31,6,11,72635;57,10,14,468;18,14,19,928;
35,4,12,21519;59,10,13,236;53,16,23,66650;
96,4,13,5520;41,8,14,200;37,12,17,2028;
99,6,11,61908;65,12,16,365034;49,16,19,436;
49,0,11,23341;76,0,3,15276;73,6,17,2087230;
39,4,13,423;66,8,16,410;94,12,21,13189477;
78,2,7,2352;38,4,10,7125;52,10,18,236;
76,4,9,12609;48,4,10,163320;69,8,20,1018;
51,6,11,40656;68,8,20,1127820;84,12,27,5166;
72,4,18,9027;90,6,15,5715;22,12,15,1341;
66,6,14,54560;60,12,24,2700;53,16,27,14960;
19,4,14,20335;60,6,20,235812;94,8,12,2457;
80,4,14,139;51,6,20,11433;70,8,15,2490;
54,6,11,1275450;75,12,20,12;5,14,21,761646;
81,2,4,12;24,2,7,7259217;35,6,20,14343;
86,4,11,66960;34,6,14,2110;81,12,17,1612;
100,6,17,29106;23,12,26,8330;76,14,30,18474;
82,4,16,13286;23,4,8,178070;74,10,16,1404240;
86,4,12,4368;87,4,10,936;13,8,15,24;
23,0,3,6150;81,4,7,281400;36,4,17,158968;
73,0,3,55110;62,4,17,14028;6,10,25,495;
66,4,13,23701280;37,6,13,6522;51,6,11,327;
62,4,7,477;74,10,24,123824;57,16,31,11901;
84,4,9,16308;47,4,14,4238;11,10,14,988;
73,4,8,15450;51,4,16,97221;42,4,17,399550;
77,2,11,18090;54,6,9,258768;24,12,27,1075125;
17,0,4,960;78,0,13,2730;87,0,13,615735;
55,2,14,24890;91,4,14,145593;46,6,9,3230;
71,4,13,1258;87,6,14,17316;43,8,13,62349;
57,6,12,387;81,12,15,40830;88,18,28,83050;
85,2,6,58779;95,2,10,30220;72,4,7,142614;
24,2,7,666;41,8,12,2235;10,10,24,2750;
28,0,7,96972;23,0,14,8740;13,6,10,32264;
41,0,6,17620;98,4,8,85780;49,8,10,1252;
96,2,15,30828;85,2,8,840;76,6,9,6720;
94,0,5,19110;57,4,7,228384;59,4,15,17620;
76,2,12,2370;28,2,17,252;2,8,21,21740;
89,0,11,2570;29,4,14,400;16,6,17,297;
71,0,4,9158;100,2,6,4803792;78,4,10,833;
75,4,11,1569;3,8,19,1244;100,8,12,216714;
50,0,12,82170;71,4,16,2868;7,10,22,2500;
54,0,12,84630;59,2,14,2166;68,6,21,92810;
86,6,18,218512;74,6,9,54112;29,10,14,3296;
65,2,6,1554;23,4,11,12010;26,10,20,52674;
14,2,14,45228;27,4,16,259002;97,8,17,25860;
19,4,14,616;97,6,10,72845;24,8,12,576;
51,6,20,340767;5,12,17,234;95,16,28,56700;
21,2,13,102;10,2,10,203330;82,6,10,19872;
81,4,18,150;30,4,16,814;63,6,10,3982;
66,0,9,125930;68,2,15,2463760;38,4,8,213;
90,6,19,17240;32,8,10,1010;32,10,22,1400;
79,4,13,59635;52,10,17,168954;78,14,21,288925;
58,4,14,709;7,10,14,175;83,10,18,171681;
15,4,8,448;24,10,15,2187;45,12,17,358776;
42,0,10,835;65,6,15,288309;7,8,17,291050;
7,6,15,63935;29,6,9,85888;36,12,16,1530;
95,2,6,9445;66,2,12,90;8,4,13,48;
18,6,14,3112;20,8,17,444;9,14,24,521271;
43,4,15,118097;84,8,11,30096;49,12,22,430;
11,6,11,68366;99,8,19,528;86,14,22,47048;
56,6,18,190536;24,6,11,10797;67,8,17,478215980;
39,2,14,4704;6,4,6,289674;99,8,20,7521;
76,6,10,300;26,6,15,1446;84,8,18,4491;
31,2,6,198859150;17,8,17,1540;54,10,16,278976;
3,0,12,31;97,2,14,13505;48,4,10,190;
31,0,12,4260;36,4,14,6228;34,10,16,28930;
15,4,14,2808;20,4,18,7794;19,4,12,138271;
77,4,20,151470;97,6,19,151655;9,8,19,38088;
68,6,15,33900;48,8,19,3635;57,8,18,9117;
53,2,6,43880;45,8,15,400;41,8,17,54425;
13,2,12,2188;47,4,8,23778;88,10,14,9250;
49,4,16,225;75,8,17,85611;14,10,15,612;
62,2,9,6849;96,6,15,14622;46,6,19,1796430;
87,0,9,347787;5,2,9,564;84,6,13,945;
43,4,14,48335;62,4,18,435;88,8,19,30860;
97,4,11,11725;61,4,13,79;15,8,11,3040;
84,0,4,18342081;62,6,11,480;59,10,15,1878;
36,4,17,1354;53,10,15,687380;85,12,16,9996;
67,2,11,494450;43,2,12,41888;78,2,4,6279;
73,4,13,6850;37,6,17,8030;30,8,14,634;
48,0,4,25830;24,0,4,1408767;70,4,13,7058664;
37,4,8,7994;79,6,21,87645;21,10,14,1238;
16,0,3,11277;66,4,10,27990;80,8,12,1668;
22,2,6,14256;2,6,13,117175;72,10,23,1917;
34,4,8,675690;55,8,12,27460;30,12,19,15604;
37,0,4,13456;27,2,6,23506422;7,6,11,499285;
19,6,13,95921;80,12,22,5954;92,12,15,309966;
28,2,5,37332;61,8,17,3920;65,8,20,12636;
65,0,5,3000;31,0,12,4760;3,2,8,2102;
68,2,7,462570;6,2,5,2745;33,8,16,1248;
39,6,9,588;52,6,10,5892;41,6,10,45;
2,4,19,7880;92,8,16,61158;23,10,16,140960;
9,6,16,224190;44,12,20,11574;87,14,28,6381;
26,2,8,33150;23,2,6,57770;100,6,11,1948698;
54,2,12,1722;50,2,10,532290;94,4,14,210147;
88,6,12,7730830;23,10,16,164920;14,10,13,1074;
89,6,19,7530;98,10,22,3490;27,16,23,510534;
33,6,8,13444;8,12,19,329730;55,14,19,131700;
21,2,13,298;94,2,15,163716;41,4,12,20060;
24,4,12,3078;67,8,20,26360;98,12,16,750;
91,6,15,3672;72,10,14,778734;28,12,24,84414;
70,4,10,118866;30,4,8,11508;40,8,11,4515;
2,2,7,411125;14,8,18,70500;28,14,17,1155156;
39,2,6,2154;26,8,12,4555650;96,14,25,139722;
93,2,5,98991;93,8,25,4035609;16,8,13,2186667;
4,4,8,165600;11,4,14,1232;58,4,13,1907988;
31,0,9,12870;60,2,15,34447602;16,4,11,1125;
7,4,9,6845;29,4,18,1024;73,4,10,2320;
24,2,7,25134;88,8,11,31120;86,14,26,24;
12,2,15,167;93,8,16,260370;92,14,25,1455;
69,6,15,10;11,12,15,202790;47,12,22,12596;
42,4,7,31535;9,10,14,12375;1,16,21,241950;
77,6,14,113830;35,8,15,324396;15,14,22,3248;
17,2,9,7360;3,4,16,749;6,10,22,468;
23,2,14,32200;3,2,10,710844;48,6,13,121815;
83,6,18,61;13,8,20,93420;88,8,18,2850;
84,2,17,982476;50,4,17,3920;16,4,9,130617;
99,6,14,443664;87,12,25,39915;11,16,25,5168;
8,0,9,1458;48,6,8,268935;9,12,20,64890;
46,2,9,650;79,2,9,41960;43,6,11,271698;
19,4,14,23380;51,8,21,3366;6,14,19,19701072;
77,2,10,542950;90,4,9,51110;85,6,17,60396;
63,6,17,5542;33,6,11,3703;12,6,11,124;
87,6,12,32355;46,12,24,520;62,14,28,60654;
35,4,11,151863;33,4,18,6722;22,10,13,183753;
93,6,20,3723102;78,6,13,127302;85,6,10,8918;
27,0,10,99;14,0,13,12660;31,0,11,140975;
65,0,10,7431;31,0,4,268665;43,0,11,4368;
65,0,4,5175;57,6,13,534;30,10,18,7262;
38,0,13,18;64,4,15,101724;59,6,16,34678;
27,2,19,29007;87,6,15,2338902;83,10,19,7415;
69,4,14,50410;50,6,9,1414580;3,10,15,56397;
13,0,11,3314;20,6,15,3436;66,10,24,1640;
12,4,7,9263;24,4,11,130968;33,4,10,3286;
94,6,18,861;83,8,12,23729;32,14,17,24730;
85,6,9,15386;67,10,14,2920;44,16,29,585;
91,2,7,4572;93,8,19,612;14,14,24,79470;
1,6,10,7905;55,12,19,312710;86,16,19,2960;
33,0,12,6925;78,0,13,73402;85,4,17,111853;
39,2,7,1349652;49,4,12,3313;57,4,6,2262;
65,2,5,1785;98,8,22,3546860;77,14,23,64870;
81,6,13,104;10,8,13,730;31,12,16,990;
92,2,6,822;94,6,14,32347;46,8,12,230660;
86,4,12,6232;75,4,16,5151;51,6,11,24747;
43,4,7,962591;28,4,16,3078276;3,6,17,4953;
97,4,10,214760;7,8,17,1395095;90,14,24,431940;
63,4,8,1820;69,8,24,49242;14,10,18,451602;
28,6,10,7255668;64,10,23,618;22,12,17,1035945;
97,0,4,45070;49,6,16,276644;68,10,19,7690;
59,4,13,175192;94,10,15,15855;52,14,24,1391612;
24,2,14,792;68,6,9,170230;20,8,20,6344;
6,4,14,2619;9,4,16,137817;34,8,22,159350;
88,0,14,2307780;73,0,5,73050;11,0,6,220;
88,2,12,180;49,8,22,139146;56,12,20,636;
16,6,16,74961;76,10,18,60288;23,10,22,35290;
12,4,16,2968;36,8,19,9486;45,14,19,15272;
28,4,10,26676;6,10,18,315630;13,12,16,169780;
98,0,15,390;74,2,6,29040;49,8,18,56778;
82,2,14,5388;21,6,16,1534;76,10,21,264420;
39,2,9,255;40,8,17,28;12,12,21,1144;
68,0,6,35000;89,2,11,16010;83,8,12,25030;
67,6,9,15830;30,10,18,812;12,16,29,376;
79,6,22,410;29,6,17,381588;41,6,19,15585;
93,2,5,3986613;87,8,12,342;15,8,11,9800;
11,0,4,21998;42,0,9,8050;51,6,16,8871;
12,2,8,639;57,4,7,85776;87,8,20,1683225;
94,6,13,48356;56,12,15,1974;78,18,22,71519;
5,2,9,24;9,2,9,33228;85,8,11,9184;
61,6,20,3977;58,6,14,10;40,12,26,12887;
16,0,7,108;76,0,15,390201;85,0,7,3367;
90,6,16,2075;88,6,19,18590;10,12,21,2620;
73,0,13,590600;25,0,13,1680;3,0,16,449;
68,0,4,473650;81,6,13,52;75,12,24,8166;
95,2,10,1675;57,4,18,129;40,4,14,11942;
68,2,10,23540;98,2,9,1940;87,6,15,5328;
97,0,8,845;93,6,16,873;57,8,11,390;
19,4,14,1078;63,10,19,7938;79,14,23,3195;
81,0,8,148234;19,2,8,371525;35,6,9,1083681;
14,0,3,5646;96,4,11,2580;2,6,9,685;
86,6,21,41520;59,12,18,3668;38,16,24,93;
43,4,13,4193;1,10,25,435;33,16,22,227;
41,0,4,168095;87,0,7,99882;21,4,7,394;
22,0,8,1521;88,4,13,292570;7,4,12,1235850;
25,0,5,19985;33,4,13,31312;31,10,21,29040;
29,6,14,1624;54,8,21,53496;48,8,21,375;
29,4,20,29576;56,8,19,3648;98,10,13,70;
18,6,18,18606;92,6,10,1152;82,12,19,6;
95,6,10,15885;26,12,16,4608;24,12,23,274491;
86,2,5,1400;62,2,9,24633;27,6,10,1032;
14,4,10,3435696;43,6,11,15687;65,12,20,405;
52,4,7,3466;25,10,21,18900;94,12,24,1032696;
28,2,6,750;66,4,15,75500;9,4,14,621;
84,2,6,232416;3,4,14,710;93,10,14,32895;
7,2,11,7870;19,4,16,62384;63,6,14,14080;
9,6,18,5697;75,12,16,36;94,16,25,147357;
98,4,8,860;92,4,15,2649;18,4,15,8422;
41,4,9,189600;7,4,10,21920;53,4,10,9160;
24,2,4,29616;28,2,6,511296;13,2,6,240854;
22,2,11,16065;54,8,17,7275390;67,14,19,3055;
43,6,18,10689;22,10,22,936855;61,14,17,75;
76,2,15,968667;53,4,12,157810;41,10,25,11580;
56,6,11,771396;31,10,13,95000;76,10,16,24;
93,2,12,120321;18,4,12,55956;74,4,15,84160;
73,2,5,108920;45,8,18,418688;78,12,24,7049;
73,2,9,2280;89,8,15,1650;54,14,22,21618;
7,6,10,5;97,6,10,25;19,6,19,297059;
73,4,13,432170;95,6,15,1050885;66,8,21,10050;
14,2,17,5040;50,8,12,10600;64,8,19,2460;
88,0,10,120;44,6,18,6390;34,6,16,52260;
11,0,5,24;87,4,15,5319;9,4,13,1878624;
60,4,9,52674;62,10,14,690;78,12,21,32151;
83,2,13,59665;74,2,16,796392;87,8,10,32715;
33,2,15,5577;82,6,9,1368;12,12,22,480;
12,0,10,2904;61,6,16,9003;8,10,22,288;
99,6,10,32493;23,12,18,1920;38,16,19,20814;
82,2,13,18214;48,6,18,27955;27,10,15,381;
48,4,12,61530;62,10,22,2571;26,14,21,234;
33,2,7,531;10,8,14,161820;24,8,11,66;
3,6,16,406;100,10,18,2316;67,10,18,1525;
25,4,6,28434;1,6,17,14470;48,8,13,1935;
61,4,14,10690;17,6,12,1920720;69,10,23,844970;
49,4,15,7863;3,8,14,4128;66,8,13,78030;
35,2,11,34503;78,8,22,2149;51,12,20,12474;
60,2,8,1050;80,6,13,108579;39,12,25,38754;
58,6,10,3678;98,12,20,2620;60,18,31,24912;
36,4,6,47834;4,4,16,14080;43,8,11,0;
73,4,7,145590;87,8,21,270;27,8,11,423069;
92,6,10,5082;96,10,14,29940;42,12,25,50880;
12,4,17,1996;87,4,9,18693;69,6,16,659;
71,4,14,29780;65,8,19,2727;11,8,22,248;
63,0,9,365816;85,2,9,2009;34,6,14,58700;
61,0,4,1739;3,2,16,46104;100,2,7,11004;
15,4,16,77208;42,8,11,60860;35,12,20,152091;
14,6,13,2376;51,12,25,8742;82,18,31,14210;
34,0,9,21310;90,2,6,1615;89,8,21,67200;
82,4,13,598;95,4,8,191320;75,6,16,1693545;
85,2,17,3710;74,8,14,24912;13,8,13,6562;
60,6,13,197172;93,12,14,1791;73,16,29,71520;
47,6,16,482180;54,6,10,4740;36,10,15,63948;
81,4,8,236;7,10,12,84725;67,14,28,2610;
10,0,13,2840;99,6,9,129;75,8,11,1522779;
75,4,6,18168;64,4,17,7356;81,4,12,166244;
62,4,5,6897;65,4,13,786;62,6,17,22242;
62,2,7,2427;22,2,6,15426;55,8,16,3470;
93,2,4,72;60,2,10,17976;19,2,11,3199;
13,0,12,138986;36,0,5,11762;99,0,7,225;
99,0,2,54630;64,6,14,860046;22,12,25,83925;
20,0,9,1588;56,6,11,1196268;88,10,23,14070;
92,0,5,101754;23,4,10,22770;63,8,17,32;
75,4,20,643602;9,4,10,362205;38,10,19,7935;
68,2,14,3060;21,8,12,9674;79,12,24,25075;
20,6,10,24;90,8,19,14995;6,10,16,3345309;
77,2,5,2829170;40,8,15,154;61,10,15,135;
24,2,14,45;27,2,10,18;19,4,7,2311666;
8,6,14,2364;97,10,12,73480;58,10,22,216438;
85,4,17,12684;74,10,13,3768;47,12,21,20048;
41,2,10,1015;99,4,8,244698;83,6,17,144;
88,2,12,93270;51,2,13,75;64,8,21,40914;
60,6,20,40416;25,12,19,12030781;81,14,18,1088;
89,2,4,7579170;88,2,7,2506960;29,6,18,23500;
6,6,14,9540;34,8,13,5660;91,12,23,37245;
71,0,11,7790;11,4,7,986;67,8,10,2395;
81,6,19,112482;62,8,17,27810;63,8,22,5152;
5,6,14,474444;15,6,10,136;96,12,23,20244;
15,2,15,992;64,8,13,18312;96,14,20,13386;
4,0,5,20480;35,0,4,3828;17,2,9,2037120;
11,4,18,2268184;100,10,18,4459404;31,16,21,9625;
17,4,6,251020;13,4,14,100;12,8,18,31151;
79,0,9,1776790;75,2,8,3645;92,8,12,3957;
1,2,14,173025;40,4,16,891268;17,4,9,1771090;
9,0,9,118368;62,6,10,438;61,12,17,4;
41,2,12,228215;28,6,7,1524270;96,8,21,7194;
9,0,8,342387;34,0,10,36500;60,0,14,2082;
47,6,10,4316;25,10,19,248577;24,10,14,1698417;
75,0,14,6537;91,2,13,678;42,6,10,7115;
71,6,17,144;3,8,12,29020;83,12,24,1173;
28,6,14,113724;38,10,22,20685;87,12,23,4014;
89,4,12,8420;81,4,16,105490;87,4,7,2547;
42,4,18,5710;1,8,11,740;19,14,23,9233;
72,2,15,69238683;27,6,17,7794;48,6,8,295;
85,4,13,46662;41,8,19,101485;90,14,21,5;
15,6,10,28680;60,10,22,3330;69,12,20,3655;
27,0,11,2448126;88,4,7,14155180;3,6,19,19202;
21,0,9,42;68,6,18,540;73,10,13,103280;
60,4,10,96432;73,6,13,163660;74,12,23,24176;
8,4,15,42104;53,10,14,142020;56,14,18,2088;
30,6,12,76;56,8,13,144;4,10,13,6450;
21,6,10,64;90,6,8,220615;99,8,13,21057;
87,0,11,7038;11,4,9,100;88,4,16,8480;
10,2,13,11100;57,2,14,326757;73,2,5,41370;
8,6,18,20;43,6,17,21679;17,6,9,4430;
37,2,12,272;11,6,17,4198;86,8,17,4488;
34,0,12,5940;26,6,16,24060;25,6,9,4466;
1,6,14,8180;14,8,16,16248;83,14,22,9660;
7,0,7,44565;55,4,12,45730;76,6,15,6;
70,2,11,14916;8,2,10,1310620;54,2,6,20796;
38,2,4,170925;62,8,17,20112;66,10,15,228540;
79,6,10,120120;43,10,16,292404;1,10,19,119495;
35,4,8,339;34,8,17,16850;87,12,16,38412;
65,6,18,55104;40,6,12,21602;12,12,21,29;
21,0,12,229926;82,4,10,426;100,8,22,149190;
19,4,8,742;60,6,19,120;11,10,18,1658;
42,4,16,18365;40,10,16,34405;78,16,30,123564;
94,0,8,102477389;3,2,14,43;12,8,11,5299;
26,0,10,11604;34,6,17,1170;75,6,20,696;
87,0,11,21204;88,6,17,5340;26,8,20,11346;
66,2,6,40;86,4,13,61720;54,6,15,346020;
7,4,16,199845;91,10,16,3837309;32,14,29,1701350;
56,0,12,164634;71,0,5,69122;55,0,3,26220;
47,0,2,12;94,0,3,352660;25,2,12,2674;
96,0,6,108;55,0,4,33780;87,4,19,34065;
30,2,14,49224;78,6,17,211351;33,6,17,281;
15,6,10,118688;88,6,13,15910;97,12,16,1910;
80,6,21,59625;100,6,9,23316;9,6,12,6095205;
23,0,9,84470;9,4,13,55035;83,10,23,483;
40,0,8,190309;92,0,4,2196;23,6,18,594730;
6,4,16,723051;41,4,8,12160;41,10,24,165;
78,0,3,62839;80,2,12,91;91,6,12,3456;
20,6,14,98684;56,6,10,323184;14,10,19,24084;
11,0,5,81234;37,2,9,11444;39,4,16,813;
9,2,5,130896;72,2,5,9180;70,4,8,5532;
93,2,12,4593888;56,2,4,8400;18,2,13,422;
78,2,16,160335;14,4,13,30306960;4,10,13,39550;
68,4,6,18610;1,10,18,15685;82,14,23,1570;
4,0,13,110010;62,6,20,8667;20,12,24,6228;
81,0,4,186;52,6,10,13294;6,12,23,594;
78,6,18,100653;97,6,14,1690;66,8,22,161540;
54,0,11,5028;79,0,12,1899250;44,2,10,4122;
100,0,15,15156;92,2,15,6189;60,6,19,414;
75,0,4,198474;2,0,8,6305;39,6,11,2829;
42,0,6,63355;77,6,12,15210;88,8,20,99550;
30,6,11,161192;28,10,21,1836;56,14,27,546;
86,2,6,96392;82,6,11,17106;61,8,17,22651;
94,2,9,707;43,8,21,37996;42,12,20,6150;
2,4,13,8100;9,6,10,378;64,8,12,6942;
94,4,20,238;90,4,8,26515;3,6,11,144;
78,2,7,140;23,2,13,3590080;9,2,5,416790;
40,2,5,3934;51,2,12,276;22,2,5,716022;
29,4,9,169892;99,6,14,1941;15,12,21,40136;
17,2,13,792490;50,4,15,2140;55,10,16,160;
26,2,13,12330;84,2,7,576;74,4,7,15568;
65,4,7,47100;21,4,7,207738;64,4,12,1422;
34,6,17,63970;57,8,12,11913;53,14,18,2349080;
86,0,4,212096;78,4,11,343728;42,6,13,21270;
70,2,6,41424;19,2,6,153559;62,8,11,160761;
4,0,9,279970;34,4,10,7860;66,6,18,220660;
100,4,12,1146;49,8,17,263;13,12,17,758;
79,4,8,545;33,10,18,2319;20,14,18,58508;
20,0,8,5637636;29,0,10,9884;5,6,15,20766;
67,0,9,1165;39,2,12,192;10,8,16,932170;
36,6,16,3272;2,12,27,7385;73,14,18,1060;
87,2,13,792;90,2,11,28115;60,4,12,115098;
80,0,4,60195;31,2,9,5005;85,8,17,896889;
88,4,11,93010;84,4,16,5796;62,10,19,4434;
52,4,18,1122;100,10,21,1416;64,10,24,7506;
99,0,3,4311;100,6,11,1419918;28,10,21,438;
