46,6,14,2665944;30,6,16,86560;42,12,21,3738;11,12,16,115;37,16,27,173404;47,18,23,207296;43,24,24,4113;28,30,42,15504;40,30,38,678252;1,30,34,620;24,32,45,81;42,32,37,73332;1,34,49,127;35,40,49,39745;14,46,53,12;20,50,60,18940;16,52,65,25368;42,56,58,3888983;44,62,70,234265;13,62,64,77949;46,68,77,37590;
8,6,17,74;35,12,16,905;47,12,17,69048;5,18,29,2008;16,22,27,12216;7,26,37,3033495;8,32,42,219710;26,34,41,83072;44,40,49,284945;35,42,46,22830;23,46,48,28088;22,52,56,53793;24,54,64,167967;2,54,67,327600;31,60,71,5940;34,62,70,730;28,66,69,1752;6,70,76,300;9,72,83,2449794;15,72,83,578403;31,78,86,28680;
45,0,9,727;10,6,20,153280;3,10,15,1680;11,10,18,6645;45,14,25,12844;39,16,25,57488;1,16,20,20148;9,22,34,136638;10,24,32,1735640;34,28,32,199910;2,32,43,28611;43,36,41,5328;20,36,44,334300;47,36,39,264;35,36,40,138060;26,42,54,8864;31,46,58,4626;11,52,61,3310;19,56,70,1388961;44,58,68,50495;39,64,75,860172;
6,0,6,54;28,2,12,27056;14,2,13,4401;45,6,9,148;10,6,10,11100;4,12,19,93933;34,12,24,530330;46,14,23,68772;15,20,33,4368060;23,24,34,2053504;10,28,42,920;19,28,32,51192;21,28,38,153452;34,34,43,42810;13,36,38,333;15,36,46,8928;44,36,40,32030;24,38,46,10971;38,40,48,840730;25,42,53,10920;37,46,50,15848;
21,2,7,134;7,2,10,1875;38,8,15,16526;43,8,17,11790;21,12,26,13314;27,18,25,926;26,18,31,154;10,24,33,58280;8,30,42,724;28,32,36,44776;3,36,39,68520;35,36,48,5820;30,40,53,91720;41,46,51,2516;32,46,49,20505;22,52,64,75339;13,56,67,495;4,58,70,38304;2,58,66,11430;42,58,72,907599;10,62,67,34530;
30,6,15,16500;27,12,16,11922;43,16,20,120411;30,16,32,820;24,20,24,133191;2,20,31,9279;12,24,34,40;36,28,32,260480;8,32,47,14178;32,36,50,129235;33,42,51,5;29,48,61,554;10,54,66,105290;26,56,65,520;16,62,73,7268;30,64,70,430;41,68,78,2316;13,72,76,1215;27,72,87,176;16,78,90,340212;31,78,86,17676;
8,4,8,100276;36,6,16,21190;35,8,14,10;13,8,12,3150;14,10,15,8149;45,14,24,394;12,20,35,390;47,26,38,38744;3,28,41,32860;32,30,35,66835;6,34,38,1239;30,36,43,381380;24,40,45,972;14,42,47,953;13,46,57,9153;43,50,54,7128;43,54,66,18000;8,58,70,118;15,60,76,396;35,60,74,8225;30,60,73,115590;
14,2,9,1732;36,4,13,690;18,6,15,65042;34,6,10,8095350;38,10,23,2684;17,10,20,108990;14,12,17,46;7,12,19,1034760;1,16,24,8306;26,16,20,2538;28,16,19,121824;47,16,26,2600;7,20,25,36230;28,20,28,142840;21,26,39,1568;12,26,36,27035;3,26,35,1983920;14,26,30,47917;25,32,36,68769;28,36,40,20440;30,38,47,10540;
8,0,8,115626;42,4,12,3836;21,6,11,95040;41,6,11,18601506;47,10,22,24816;25,14,22,88791;33,20,28,9546;40,20,24,275010;11,22,29,40970;26,26,35,2498338;28,32,34,54112;28,38,52,260832;33,44,51,41;10,44,51,715680;23,44,51,496;3,46,59,41250;36,52,63,3170;23,56,66,10480;28,56,66,6416;8,58,62,844;11,58,60,35190;
2,2,9,4239;44,2,6,268835;25,2,10,4875;27,8,16,32364;39,12,15,9324;26,16,21,1796;47,22,35,11976;25,22,25,147;8,24,33,36278;2,30,37,89703;6,32,36,88197;4,34,37,52867031;24,40,45,5301;7,46,60,53635;14,46,54,83;3,52,58,102520;40,54,58,7122;4,56,61,725291;9,58,67,163962;10,58,62,33240;47,58,71,13448;
17,2,6,2177;42,6,12,392;32,8,16,21490;5,8,18,608592;7,12,23,62315;22,18,26,144;20,22,31,458810;16,24,34,38508;33,28,36,2691;3,28,34,18680;38,28,39,316;29,32,39,4518;22,38,43,1242;16,42,50,2528;14,48,51,1905;23,50,59,33720;5,56,66,7400664;25,58,63,112242;39,64,69,452272;16,66,78,712;47,70,83,3232;
38,4,15,12429;11,4,14,74295;2,8,20,909;9,10,16,821316;27,12,25,34;19,18,25,1503;29,20,24,24316;4,24,36,833;9,24,37,276912;32,26,37,155865;45,32,44,3563;30,32,41,18300;10,38,51,42610;1,42,44,2998;24,44,48,3852;30,50,54,462860;40,50,59,1826268;42,52,60,223034;47,56,65,112;24,56,71,27;4,62,75,1589;
10,6,14,1550;12,8,20,555;14,12,24,150977;26,18,30,1308;41,18,27,95938;17,18,26,4242;19,24,35,106407;11,28,35,59835;7,30,39,74805;32,32,36,376500;41,36,40,18966;1,42,49,98;38,44,48,1845;42,44,54,1154580;47,48,56,1865744;40,48,53,2712;42,54,58,5670;31,58,68,60;34,64,75,10;16,70,80,7156;9,72,84,1428;
25,6,21,20574;14,6,18,2205;4,6,11,100562;46,8,12,625380;10,14,24,30000;46,16,24,99582;40,22,33,125454;28,24,35,707432;1,30,40,53;33,34,42,60102;32,38,52,650985;35,40,44,10670;46,46,55,1502898;37,48,60,14399;16,52,56,1136;3,52,55,935590;1,56,61,114733;43,58,63,1100502;16,64,71,8;30,64,74,160520;45,68,72,1463;
16,4,7,28;25,4,8,294;1,6,13,4;43,8,13,31572;44,8,12,514375;26,8,14,3688;40,14,26,138;12,16,25,30215;7,20,29,1760;35,24,27,1300;29,28,35,12014;4,32,38,93037;35,34,38,20;12,36,49,381895;20,38,43,61930;43,44,53,30546;10,46,54,10220;28,50,56,42776;10,56,67,56020;20,60,69,855510;41,60,66,11800;
7,4,14,16925;27,8,17,107360;3,8,13,1316940;13,10,17,103545;45,14,26,4161;7,20,32,37470;17,24,36,11487;35,24,37,22580;34,28,39,143940;13,28,38,23913;46,34,37,96738;28,40,49,889912;46,40,43,119994;41,40,51,161906;38,44,47,389;21,46,60,68506;24,52,59,19773;29,56,68,872;40,56,62,288;33,60,63,715;16,62,70,3280;
26,6,9,1212;29,12,16,473424;23,12,17,1189696;15,14,23,119304;21,18,24,2378;41,24,35,5910;2,24,27,3142413;15,30,33,3555;31,36,49,16458;3,38,56,2530;6,38,47,89793;2,40,54,213498;15,42,51,2839770;19,44,51,224982;16,44,48,656;43,48,50,1926;7,50,65,17875;16,54,57,2072;8,60,70,184936;12,64,68,1319365;34,64,76,60890;
23,2,6,19768;22,4,9,1602531;6,6,17,306;33,10,20,1534;39,10,18,13264;10,12,21,71530;41,18,27,1132;5,24,28,459784;33,30,34,25;36,36,49,1799040;18,40,56,4102;16,44,48,134496;1,44,47,14094;25,48,55,7419;3,54,59,98880;12,56,66,339075;15,56,63,242019;18,62,69,278;3,64,77,23570;22,70,81,13806;34,72,85,9050;
14,0,9,15473;12,4,8,2895;21,4,18,1766;32,4,8,10550;45,6,10,160;7,10,12,1229650;46,10,22,21054;3,14,28,38850;11,16,24,345;31,22,33,187428;20,22,30,22640;28,28,35,800912;41,30,34,228;5,34,47,3192;12,34,45,24170;41,38,45,3228;2,38,48,633240;40,38,47,4668;20,40,45,3110;37,40,44,217;23,40,47,3075344;
20,2,16,1246500;6,8,13,230934;23,8,16,20464;12,12,20,22455;44,12,25,929655;16,18,21,1428;43,18,26,117;35,24,36,5450;25,30,39,171;22,30,39,360;14,30,34,149;40,36,50,40332;28,42,46,8048;8,48,50,390;39,50,63,4486356;23,56,57,43056;24,60,69,79047;40,64,68,564;21,68,78,23230;38,68,76,13140;6,74,86,2871;
31,4,15,14694;18,4,13,18110;17,10,18,142492;43,12,19,11169;40,18,27,67440;15,22,28,864;13,28,39,6318;4,32,43,2114;9,34,44,112908;42,34,46,288484;31,38,46,1752;22,38,48,856287;30,38,43,13126650;45,44,46,20;27,46,56,6612;24,52,67,468;32,58,71,7250;14,62,64,448;16,64,70,320;35,68,78,245715;5,72,81,1160;
15,6,11,63684;44,10,14,11175;47,14,21,8624;22,16,22,85851;46,16,25,360;39,16,29,6636;6,18,31,5049;21,18,23,7502;36,18,21,5880;37,22,28,217700;1,26,34,6584;33,26,34,1902;19,28,33,6165;34,32,46,3190;18,34,39,12038;16,38,51,8044;47,38,43,130496;23,44,50,14576;47,44,51,58920;17,50,60,2639;31,56,69,3444;
16,4,10,1160;31,4,16,98484;35,6,9,2700;24,8,16,89856;34,8,19,11596960;41,14,27,982;9,18,30,132;24,24,32,3924;17,24,37,2212;10,26,30,18230;40,26,35,1458;36,26,29,5490;39,26,34,1204;1,28,37,732;32,30,34,3790;35,30,42,8990;31,30,38,8550;42,34,42,67424;32,34,39,690;40,36,47,154572;13,42,46,12753;
10,6,15,596900;42,10,20,8435;34,12,22,27850;3,14,17,70;2,20,27,34398;41,24,29,1486;21,26,40,3104;38,28,36,10763;4,34,47,89852;28,38,46,39016;13,42,53,77823;14,46,57,168091;33,52,56,31030;22,54,61,3078;44,58,69,997420;17,60,72,2772;23,66,81,36568;21,70,79,85642;22,72,75,51066;19,76,86,1988946;13,78,92,30591;
7,0,10,1545;9,2,14,130938;6,2,6,43185;36,6,11,9960;41,12,20,6;32,18,31,121440;10,18,28,385855880;23,24,30,3656;38,28,35,2650;14,28,41,51;39,34,52,9292;47,38,51,37616;30,40,44,570;45,40,44,50;22,40,45,24075;27,44,49,44542;6,48,59,11232;41,54,58,35780;27,60,71,182;11,64,75,61970;38,70,82,108;
14,6,8,1941;45,12,19,3029;34,18,21,4720;38,18,28,7076;26,18,31,53688;20,18,26,7380;14,18,22,72637;34,24,32,268590;45,26,38,4149;21,32,42,30740;39,36,41,3396;11,40,47,133070;33,44,57,1782;46,48,55,108258;44,54,63,1260;27,54,59,38504;30,54,58,89390;13,56,59,541521;47,62,66,9568;20,66,71,2420;40,66,76,322788;
43,6,14,441;36,6,18,34080;29,6,11,2070;17,6,18,934066;26,8,22,1886288;38,8,22,336557;9,14,18,2928;14,14,20,1133;32,18,21,11725;36,20,25,38590;20,20,24,889640;23,24,31,992;31,30,43,270;12,32,40,5570;11,36,47,475635;44,38,50,1265;45,40,45,59;43,40,52,21753;47,46,56,136432;11,52,56,410380;24,54,65,202995;
20,6,10,924220;14,6,15,4319;32,12,15,96895;19,14,28,8946;35,18,27,8190;34,18,22,591190;47,24,28,434048;3,26,37,12380;22,30,42,9;31,34,44,7098;46,36,40,296772;25,36,41,1416;41,36,50,7162;34,40,49,22450;29,40,47,16656;18,44,51,3865890;6,50,60,33;35,56,63,551680;28,58,70,107824;9,64,67,101598;30,68,78,64160;
47,0,11,3444880;46,2,11,1991502;1,6,18,711;16,10,20,660;28,10,19,2584;30,14,21,32790;35,18,28,6660;43,22,37,4041;19,24,29,9324;34,24,32,770;24,26,35,2226690;7,30,46,14630;25,34,47,63729;6,38,50,2118;29,40,49,2138;12,46,50,5130;1,52,61,868;32,56,63,13040;17,62,68,329;27,68,72,52556;32,74,79,1590;
6,0,14,40734;46,0,9,750;32,4,8,10765;13,8,16,40311;33,8,21,1268;46,10,21,2934;39,14,25,580;47,20,23,10576;30,26,32,9980;34,26,34,286810;36,32,44,2150;46,38,51,6684;30,40,51,14300;24,46,56,135;17,52,63,644;24,58,72,2817;30,60,71,63960;35,62,66,2280;23,64,69,6376;5,64,67,87472;27,66,75,4014;
4,0,11,370384;5,6,14,2024;45,12,19,322;23,18,23,96;5,24,34,61692;19,24,34,558;31,26,33,233784;9,32,36,930;40,38,42,792;17,42,46,5274836;44,42,45,827915;13,44,46,215442;8,44,47,92948;20,48,60,42940;2,48,58,193329;16,50,56,7009300;10,52,56,39200;3,56,63,57260;39,56,66,6316;2,60,72,54;15,64,72,9045;
8,2,16,2236;33,2,17,48038;45,4,17,4728;37,4,13,906024;29,6,14,85998;34,8,20,56270;26,10,21,1232;19,14,23,144;42,20,24,41650;30,24,38,790;1,24,32,198;40,30,37,1460376;20,32,39,77310;23,36,50,207120;26,38,50,1804;30,44,56,69920;2,44,52,81;31,48,60,15702;32,48,52,102880;21,50,60,914;23,54,58,2568;
36,0,4,125;13,4,17,43146;37,8,17,176953;35,10,12,467320;28,10,13,64;2,14,16,9045;47,20,24,100728;5,22,35,4660;32,26,40,2815;41,30,43,91166;47,30,33,34608;18,36,39,71180;45,38,48,5085;5,42,53,72;8,48,54,723112;39,52,63,33068;3,54,59,19530;33,58,64,36131;37,64,70,126700;42,68,72,3598;2,70,75,528813;
40,6,17,1991730;25,6,10,19698;8,8,11,16898;13,10,18,945;34,12,20,220;20,14,17,6810;28,20,25,193032;2,22,26,23445;1,24,31,763;7,28,31,420510;23,30,37,41520;8,30,33,2630;18,30,45,292;10,36,42,20810;31,38,47,80850;23,42,55,1152;47,42,51,9264;39,46,55,4628;10,48,55,3400;24,52,64,972;5,52,55,51304;
42,0,9,21154;24,4,15,74790;14,4,15,11;16,6,12,147456;4,6,15,33166;30,6,9,26670;22,8,11,1656;35,10,24,3495;5,10,13,675608;3,10,15,11780;38,14,23,116803;37,14,18,1001;18,16,26,4360;9,22,25,1284;42,26,33,528983;34,28,32,928760;44,32,41,1569975;32,32,35,11445;34,32,40,15610;36,38,51,1760;9,42,50,10374;
37,4,14,3934728;28,6,10,24968;43,8,18,13608;30,12,22,6550;31,18,22,4050;34,22,33,9560;18,28,31,35126;7,30,40,6095;20,30,42,15510;14,36,48,1;39,42,49,8299340;9,46,52,54;11,46,62,675490;12,46,54,68170;7,46,51,95005;46,50,54,47088;36,52,61,250;7,54,62,17700;46,60,71,174;15,62,70,11520;33,64,71,2827;
10,2,6,64500;44,4,7,35;29,6,16,50770;26,10,21,173680;10,14,25,220220;16,18,21,57144;45,20,27,18;27,24,29,186;31,26,34,182754;32,26,40,120;22,26,38,51399;5,28,42,1120;7,30,35,3825;1,36,43,4554;42,36,51,79093;41,38,43,580;10,44,55,420960;29,44,48,144640;16,50,56,560;36,50,53,70565;15,56,61,9891;
31,0,4,13074;29,2,14,143360;42,6,15,24871;11,10,15,38575;12,16,27,18375;4,16,23,83279;45,20,25,624;26,26,35,122294;38,32,43,7781;37,32,43,3864;17,34,42,1465079;31,34,48,6116004;16,36,47,182428;20,38,42,4570;6,44,50,11994;13,44,57,84474;4,48,61,377895;19,52,61,882;30,54,70,19640;24,56,67,9621;46,60,65,252;
41,6,18,3354;21,12,16,3878;7,14,25,64850;37,16,25,4479090;23,22,31,464;22,22,29,58248;42,24,28,25438;5,26,30,186028;14,30,46,80896;16,34,44,516;23,40,43,1640;41,40,50,8;7,42,54,223530;25,44,50,1752;17,44,52,37597;25,50,53,5514;35,56,71,48145;29,58,64,526;41,64,75,50;11,64,73,16860;27,66,70,5772;
36,2,11,240;42,4,8,336;19,10,19,7794;28,12,23,400;46,16,22,6024;24,20,31,432;12,26,35,4305;9,32,36,654;3,36,41,36470;27,38,42,7902;4,44,47,217;32,46,54,2030;23,48,53,44768;2,48,52,26595;20,54,65,70;32,60,74,2060;16,62,67,374672;26,68,73,42652;23,72,87,12016;15,78,81,2709;17,78,92,16247;
32,6,14,35560;31,6,14,405408;46,6,9,597432;29,10,17,39362;35,12,26,645;2,14,26,189;16,18,25,8676;29,24,27,278092;14,26,33,3226698;25,30,39,171;27,30,44,1316;43,34,42,15822;25,40,47,46557;3,44,51,4670;20,48,57,2519140;2,52,63,40455;36,58,68,2840;18,60,68,2064;32,62,69,891910;39,64,71,1260;20,64,67,610;
47,0,7,17264;12,0,7,3340;26,4,13,94;11,8,11,67585;30,12,21,300;22,14,27,3172806;37,18,25,50708;26,18,20,14390;5,22,36,15200;36,22,33,234975;24,24,36,3735;42,26,29,7714;44,26,35,180090;20,28,37,13410;38,30,35,4;18,32,40,2198;16,32,43,2210320;4,34,46,4109;5,40,48,56284;27,44,57,29552;1,44,55,2005;
25,6,10,18411;26,8,20,492;44,14,25,5150;1,18,23,2754567;35,22,28,10885;9,28,40,89175216;26,34,45,232234;12,34,40,75;44,40,55,86670;27,40,48,225842;3,42,56,370;37,46,54,4340;19,50,55,85356;17,50,57,181517;45,52,60,8794;9,58,66,101190;40,64,74,7266;8,64,67,22006;17,68,79,8680;23,70,77,26808;22,70,75,2457;
29,4,14,23942;6,6,13,31623;19,12,23,16119;7,12,23,12585;33,16,21,79622;36,16,28,7730;47,22,30,8104;32,28,41,123930;6,32,42,28326;28,36,49,36928;14,38,42,95;13,44,47,36441;29,48,52,388936;12,52,59,2195;2,58,63,15957;26,60,65,22484;10,60,67,48650;44,64,67,1545;31,64,74,27222;8,68,71,2932558;4,68,71,72884;
15,0,4,1377;16,6,16,303300;39,8,12,42740;33,8,14,1082;27,8,18,714;30,12,26,1080;26,12,20,12523356;39,16,30,764;44,22,34,78655;16,28,36,43568;44,34,39,22235;21,38,47,320470;12,40,45,8620;17,42,51,1050;30,42,55,3320;40,46,53,128994;19,52,56,463788;18,58,71,594;24,58,61,118728;5,62,66,2515996;20,68,72,436150;
18,6,10,877034;20,8,15,27570;27,8,17,6286;33,8,15,20849;14,14,22,590;19,14,24,75519;17,14,26,8729;2,18,27,123975;43,24,28,5607;27,24,29,244464;14,30,35,71174;15,30,42,1933848;10,36,44,327110;30,40,46,57850;46,46,50,30180;28,46,55,1472;43,52,57,184437;14,58,67,823;39,62,70,8624;38,68,78,3371;24,74,81,1043505;
16,4,10,680;41,6,13,8018;22,8,12,96174;12,12,17,5780;8,18,29,318;39,20,30,6516;4,20,29,297299947;3,26,34,8980;25,26,40,249;17,32,37,990955;22,38,43,4192452;9,42,53,144;41,48,56,77878;3,52,58,314950;30,52,60,24540;45,52,66,263093;39,58,66,418656;19,62,70,26883;45,68,82,1901;18,70,78,5378;28,72,79,736;
11,2,11,9575;19,6,19,297;33,6,20,142444;21,6,11,121704;2,6,14,1023417;44,10,24,2525;47,12,25,5824;37,18,32,2401;8,24,35,4944;2,24,28,4734;6,30,34,279;46,30,39,73626;20,32,36,48760;9,38,51,4392;45,38,52,513;13,38,46,164655;33,40,49,62;27,46,50,223358;11,48,51,136495;25,52,58,273;37,54,65,134211;
8,0,9,18;31,0,9,24696;13,0,3,14751;16,6,10,235648;1,10,13,220798;40,10,15,26430;35,10,17,7349750;5,10,16,5520;33,16,20,22;32,16,31,433665;42,18,27,6314;5,22,25,256;30,26,34,139610;31,28,31,4170;39,34,40,27084;42,38,48,28581;38,38,46,38502;47,40,48,26616;31,42,50,150;36,48,52,50350;34,52,68,1550;
12,0,3,12550;41,2,6,520;12,8,17,1570;27,8,17,1820756;47,10,18,12048;11,10,14,287065;14,16,18,490;40,18,31,1490850;34,24,30,150;9,30,39,9978414;43,30,41,546165;19,30,33,21213;14,32,40,1770;12,32,35,61915;7,34,46,15320;33,40,52,361;1,42,46,2728;24,48,58,4001661;33,54,59,13406;7,60,69,7005;12,60,65,40605;
8,0,6,158;20,2,7,153380;14,2,16,2394712;13,6,15,572328;24,12,20,3186;15,12,19,6210;39,14,21,110660;17,18,25,896;42,20,30,1225;1,24,33,1880;24,30,38,252738;17,36,40,17304;29,42,46,2528;13,46,59,189;36,48,56,38250;16,54,62,187180;20,56,61,14340;36,56,60,20795;47,62,75,335120;22,62,66,45198;18,68,74,12286;
16,4,18,68660;18,8,14,82;1,8,13,35322;46,10,21,366;32,10,21,5145;33,14,19,134;30,18,24,1340;28,18,33,16120;26,24,33,1219112;6,28,33,282;26,34,43,89484;22,40,47,107415;7,42,51,2495;27,46,58,38030;40,46,59,28218;6,46,58,9924;19,46,50,3375;28,46,55,18880;11,48,51,355930;35,52,60,65685;11,56,61,7434240;
27,2,10,192092;7,8,18,825;10,10,21,2307160;19,10,23,42939;12,10,14,440380;17,14,17,248640;6,14,26,26271;34,18,22,3910;7,20,25,156670;46,26,34,978;32,30,43,6325;2,30,34,11439;39,30,40,41312;9,34,45,3438;36,38,44,23190;21,44,55,2782;47,46,55,176;45,52,58,5876;12,58,61,2286960;31,62,66,42066;30,64,67,365660;
44,2,13,94615;30,4,12,2390;4,4,10,1067829;37,6,17,1883;8,8,22,2982;18,10,23,18824;36,10,13,149035;14,16,19,1736;38,20,29,870407;43,26,28,265950;34,30,42,619360;6,32,46,120;11,34,42,125;20,40,49,25390;4,44,46,14;5,44,53,2288;11,50,55,295;27,52,60,2066826;44,52,68,96760;16,56,63,3828;15,56,63,74601;
39,4,15,980;16,6,17,315560;29,10,15,2116;15,16,24,52029;45,20,28,25655;34,24,36,5510;30,28,33,15889720;38,34,48,268;25,38,50,23409;32,44,58,12125;22,48,52,927;31,52,60,50442;44,52,65,7040;30,54,58,207720;34,54,60,33420;25,54,67,137088;37,56,63,616;19,58,67,3744;12,64,76,75457065;24,68,78,90;18,72,82,326;
31,2,10,3516;24,2,14,1863;8,6,15,14;1,12,23,671;15,16,21,2214;35,18,29,91385;45,22,25,4309;44,26,32,3265;37,26,38,129171;29,26,32,144;43,32,40,756;21,32,44,6420;19,38,48,7155;25,42,46,11829;7,46,56,53110;45,46,53,33399;39,46,52,895288;38,50,54,86;18,52,57,882;16,56,61,1796;10,62,65,158420;
27,0,4,19626;17,0,10,44100;38,4,7,383578;35,10,12,2350810;3,12,25,24190;21,16,26,266436;28,22,26,7416;6,22,31,228606;2,28,36,298026;16,30,34,5616;6,32,44,1992;41,38,43,296;9,40,49,460032;34,46,50,18030;2,52,59,6327;19,54,67,9;8,54,62,26764;45,58,65,1042;13,64,67,4645305;5,68,77,14180;44,74,87,2765;
28,4,11,141104;21,10,20,2006;41,12,23,22;40,18,23,88110;39,18,27,9752;24,20,34,136251;3,20,32,1747170;47,20,23,200;11,20,24,615;8,20,26,14630;29,22,30,640;45,22,26,187385;27,22,28,380;41,28,41,294;32,32,45,3145;15,36,44,113337;42,40,46,15064;37,42,48,7280;13,48,55,2286;12,50,61,29795;20,52,55,276810;
41,2,6,100598;7,4,11,1830;26,6,15,14724;18,8,19,2652;22,12,21,369;1,18,36,5753;17,24,36,685244;26,24,29,670;6,28,37,37596;46,32,45,291960;29,34,44,316112;7,40,50,403490;27,40,44,9258;33,40,47,1757288;24,44,47,7668;37,50,58,5208;29,52,59,23156;13,58,63,504063;42,64,68,74452;10,70,84,15360;27,72,75,1380;
14,0,10,16112;29,2,13,266;3,6,10,15610;22,6,17,20863251;11,12,26,60915;8,16,28,50;43,16,29,197136;24,16,28,846;47,18,22,2152;4,24,34,35;34,30,36,140;11,32,37,183280;2,38,45,1971;11,38,51,2135875;45,38,44,1051;32,42,57,9420;44,44,58,39945;42,48,51,73241;26,52,59,21064;21,52,54,42192;22,58,60,154674;
18,0,3,110;23,6,10,3496;25,12,18,95385;31,18,29,2820;47,18,22,2672;12,18,23,35225;8,18,31,10720;30,24,31,23460;16,26,36,491528;20,28,32,255290;41,32,39,146178;24,34,39,11061;40,36,39,8994;35,36,45,305165;29,42,47,98582;28,44,51,544;15,44,55,3447;18,48,58,1532;20,48,53,63550;44,48,59,20340;43,54,57,882;
24,4,13,294381;1,8,20,23078;37,10,14,262178;19,14,27,6030;31,16,19,67374;33,22,37,1092;10,28,31,170490;42,30,45,5467;22,36,46,25200;43,42,50,19881;19,46,56,324;44,52,57,150405;27,52,56,108916;2,52,67,723465;17,56,60,302204;12,58,61,307030;25,58,69,8511;29,64,69,3066;35,64,68,8110;6,68,73,30063;22,72,82,8172;
3,4,12,190020;32,8,20,45815;40,10,17,1811508;5,12,16,264;23,16,24,48928;25,20,27,10710;37,24,29,127197;42,26,35,465227;24,28,41,75798;13,30,33,53127;32,30,38,325430;17,36,47,29456;1,38,42,3504;15,38,42,1269;12,40,55,635;14,44,50,1131;20,44,48,170610;32,48,57,4020;46,52,65,198;34,52,56,27760;33,58,72,73925;
9,6,10,1621038;30,10,24,1950;37,16,26,118412;26,22,24,38225936;46,24,35,107028;47,30,40,23520;42,34,39,40719;21,34,40,148682;17,34,37,48797;26,38,44,18992;29,38,48,156;8,42,50,800;26,46,54,282;46,52,55,528;36,52,59,209595;6,52,65,873;17,52,60,4172;41,58,71,10096;16,64,67,4236;30,66,74,110;34,68,76,55490;
41,6,9,32976;46,12,16,13672902;14,18,23,365;16,18,23,1304;45,24,36,4820;8,28,31,406;28,28,32,356848;3,28,42,84570;2,34,48,1266057;32,38,44,119530;33,38,44,16722;34,38,47,32800;17,40,48,19047;29,42,48,314;42,46,50,7;11,46,53,10705;24,46,51,2781;19,52,60,18;10,52,60,14850;40,58,69,252;3,64,72,101430;
15,6,18,141444;12,12,25,853135;1,18,22,3369;1,24,28,23250;22,24,35,1861029;10,26,29,1628050;36,32,37,25390;6,36,43,11766;36,40,44,182400;47,40,48,208;46,40,44,55218;3,40,50,3690;26,40,48,127540;21,46,58,552;22,48,61,351;18,54,62,179240;26,60,70,1112;7,60,75,28475;37,60,65,8253;3,62,72,820;11,64,76,128660;
11,2,8,2770;22,4,9,470880;41,8,15,5942;18,14,25,21370;3,14,19,1590;12,20,30,161815;38,24,33,6751;15,30,33,609237;29,34,39,75828;32,40,44,39060;45,46,54,1127;41,52,62,5026;17,54,58,5684;37,58,67,10860514;43,64,74,9;5,70,83,5932;42,76,89,6097;38,76,90,1278;30,82,90,19410;23,88,93,8576;22,92,106,27;
9,4,13,7218;18,10,14,232;35,12,16,76895;41,14,21,1559692;23,20,33,28200;37,22,34,287308;3,26,34,245850;2,26,30,546291;35,28,40,455495;40,28,41,36246;24,34,42,47529;20,38,51,418610;42,44,47,1267;17,48,58,104027;47,54,66,1336904;33,58,62,2330;42,58,63,1260602;45,64,72,49621;22,68,73,450;26,72,84,27032;3,76,80,59670;
17,0,7,882;27,2,13,120;9,2,12,4152;38,2,6,10297;13,4,12,17460;29,6,23,7037826;22,10,13,225;39,10,16,148;28,12,19,992;31,18,27,4896;19,18,27,27540;2,18,23,265536;17,18,22,647262;12,22,25,3400;37,26,40,13559;23,30,35,680;47,36,47,216;31,36,41,22980;40,42,46,48;13,42,50,2643003;24,44,48,46575;
4,2,13,37170;19,8,16,10548;36,12,23,130;20,12,20,387960;42,12,25,173201;14,16,24,11;29,16,24,36;11,22,38,1441110;34,26,32,925390;19,26,37,6831;15,28,39,29052;47,32,43,2144;1,32,39,6103;31,32,40,1110;42,32,39,1659;27,36,48,2292;20,42,45,1756890;37,44,56,2233;15,46,53,4707;33,52,63,675;46,58,72,1074;
2,6,17,5643;20,10,14,482720;19,10,17,5922;4,16,30,840056;32,22,36,266410;36,22,29,16030;37,26,31,14931;43,28,36,62361;5,28,36,23976;40,30,44,27504;7,34,38,404060;26,36,49,80;33,40,49,46604;20,44,57,150;38,48,52,1039;34,50,53,190;4,52,63,658280;7,52,62,2210;26,56,61,20110;9,58,70,474;18,60,64,92;
3,2,14,330;27,4,17,14;31,6,14,1680066;12,6,14,115;13,6,13,1423188;39,6,9,886392;38,10,13,663;42,14,28,6573;29,14,23,1281522;20,20,24,109790;19,26,36,155349;28,32,35,10424;34,36,49,16880;36,42,45,1037070;24,48,52,134172;34,52,65,64850;46,56,60,360318;7,62,70,20;12,66,70,1358790;3,72,84,800;6,74,78,2547;
8,6,11,14434;34,12,16,3370;11,16,24,175;33,20,24,11654;35,20,31,4385;21,26,37,84130;5,28,35,12;26,30,36,143686;6,34,43,2304;4,34,44,2751;12,34,49,20145;16,34,41,436;43,34,43,30843;46,38,51,5196;32,42,45,790285;22,44,54,8654328;41,44,54,50;45,44,52,3024;32,46,55,8825;5,46,51,24864;10,52,65,44560;
44,2,7,705;19,4,12,1539;15,8,16,168768;29,14,25,33784;12,20,32,2485;44,26,33,802490;5,28,30,318236;6,28,38,4266;23,28,35,80;3,28,32,35170;36,34,49,290890;12,38,47,95;29,40,47,1596;25,40,50,906;24,42,46,594810;5,48,57,86856;32,54,67,10675;9,56,68,4398;31,60,71,168;21,62,69,8352;44,68,75,10;
